ASV_1	ASV52198.1	100.0	66	0	0	213	410	132	197	4.7e-31	132.5	ASV52198.1 ammonia monooxygenase subunit A, partial [uncultured archaeon]	410	198	48.3
ASV_2	AFM79029.1	75.3	93	23	0	132	410	112	204	2.1e-31	133.7	AFM79029.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	68.0
ASV_3	ADP88901.1	47.4	192	43	1	8	409	1	192	4.2e-32	136.0	ADP88901.1 ammonia monooxygenase subunit A, partial [uncultured crenarchaeote]	410	195	98.0
ASV_4	AFM79029.1	75.3	93	23	0	132	410	112	204	2.1e-31	133.7	AFM79029.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	68.0
ASV_5	ASV52198.1	100.0	66	0	0	213	410	132	197	4.7e-31	132.5	ASV52198.1 ammonia monooxygenase subunit A, partial [uncultured archaeon]	410	198	48.3
ASV_6	AFM79029.1	75.3	93	23	0	132	410	112	204	2.1e-31	133.7	AFM79029.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	68.0
ASV_7	BAW94429.1	53.3	197	27	5	3	410	1	193	1.0e-38	157.9	BAW94429.1 ammonia monooxygenase subunit A, partial [uncultured archaeon]	410	200	99.5
ASV_8	AFM79029.1	75.3	93	23	0	132	410	112	204	3.6e-31	132.9	AFM79029.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	68.0
ASV_9	ADP88901.1	49.7	185	35	1	8	388	1	185	2.7e-34	143.3	ADP88901.1 ammonia monooxygenase subunit A, partial [uncultured crenarchaeote]	410	195	92.9
ASV_10	ALM23202.1	45.2	197	47	1	2	409	8	204	9.4e-32	134.8	ALM23202.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	99.5
ASV_11	QGA87515.1	100.0	66	0	0	213	410	139	204	2.7e-31	133.3	QGA87515.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	48.3
ASV_12	ADP88901.1	48.6	185	37	1	8	388	1	185	2.9e-33	139.8	ADP88901.1 ammonia monooxygenase subunit A, partial [uncultured crenarchaeote]	410	195	92.9
ASV_13	AFM79029.1	75.3	93	23	0	132	410	112	204	2.1e-31	133.7	AFM79029.1 ammonia monooxygenase subunit A, partial [uncultured ammonia-oxidizing archaeon]	410	212	68.0
ASV_14	ADP88901.1	46.9	192	44	1	8	409	1	192	1.3e-33	141.0	ADP88901.1 ammonia monooxygenase subunit A, partial [uncultured crenarchaeote]	410	195	98.0
ASV_15	BAW94429.1	51.8	197	30	4	3	410	1	193	6.7e-38	155.2	BAW94429.1 ammonia monooxygenase subunit A, partial [uncultured archaeon]	410	200	99.5
ASV_16	ASV52198.1	100.0	66	0	0	213	410	132	197	4.7e-31	132.5	ASV52198.1 ammonia monooxygenase subunit A, partial [uncultured archaeon]	410	198	48.3
ASV_17	ADP88901.1	48.9	180	34	1	8	373	1	180	1.9e-32	137.1	ADP88901.1 ammonia monooxygenase subunit A, partial [uncultured crenarchaeote]	410	195	89.3
