PSV_1	Nitrosospira-sp-17Nsp14_2671457573	85.333	150	4	1	1	132	116	265	1.56e-89	254	N/A
PSV_2	Nitrosospira-sp-17Nsp14_2671457573	87.333	150	1	1	1	132	116	265	8.18e-90	254	N/A
PSV_3	Nitrosospira-lacus-APG3_2642645385	87.333	150	1	1	1	132	116	265	9.85e-90	254	N/A
PSV_6	Nitrosospira-sp_2630434854	88.000	150	0	1	1	132	116	265	1.13e-90	257	N/A
PSV_9	Nitrosospira-sp-Nsp2_2737613606	88.000	150	0	1	1	132	116	265	2.23e-90	256	N/A
PSV_17	Nitrosospira-sp-Nsp2_2737613606	86.000	150	3	1	1	132	116	265	4.11e-87	248	N/A
PSV_19	Nitrosospira-sp-Nsp2_2737613606	87.333	150	1	1	1	132	116	265	4.13e-89	253	N/A
PSV_20	Nitrosospira-sp-Nsp6_2737560632	84.667	150	5	1	1	132	116	265	1.42e-88	251	N/A
PSV_26	Nitrosospira-sp-Nsp6_2737560632	87.333	150	1	1	1	132	116	265	4.11e-90	255	N/A
PSV_31	Nitrosospira-sp-Nsp6_2737560632	88.000	150	0	1	1	132	116	265	1.35e-90	256	N/A
PSV_38	Nitrosospira-sp-Nsp6_2737560632	86.667	150	2	1	1	132	116	265	3.28e-89	253	N/A
PSV_47	Nitrosospira-sp-Nsp6_2737560632	86.000	150	3	1	1	132	116	265	1.05e-89	254	N/A
PSV_51	Nitrosospira-sp-Nsp6_2737560632	85.333	150	4	1	1	132	116	265	8.40e-89	252	N/A
PSV_53	Nitrosospira-sp_2630434854	87.333	150	1	1	1	132	116	265	5.58e-90	255	N/A
PSV_66	Nitrosospira-sp-Nsp6_2737560632	86.667	150	2	1	1	132	116	265	1.28e-89	254	N/A
PSV_70	Nitrosomonas-communis-Nm44_2676397764	82.667	150	8	1	1	132	147	296	8.00e-85	243	N/A
PSV_72	Nitrosospira-multiformis-Nl8_2747894627	86.000	150	3	1	1	132	116	265	6.82e-89	252	N/A
PSV_93	Nitrosovibrio-tenuis-Nv1_2671436084	85.333	150	4	1	1	132	116	265	2.99e-88	251	N/A
PSV_101	Nitrosospira-sp-Nsp6_2737560632	85.333	150	4	1	1	132	116	265	1.10e-88	252	N/A
PSV_106	Nitrosospira-sp-Nsp6_2737560632	86.667	150	2	1	1	132	116	265	2.21e-89	253	N/A
PSV_107	Nitrosospira-multiformis-Nsp16_2747892767	88.000	150	0	1	1	132	116	265	1.52e-90	256	N/A
PSV_109	Nitrosospira-sp-Nsp6_2737560632	85.333	150	4	1	1	132	116	265	3.28e-89	253	N/A
PSV_113	Nitrosomonas-sp-Nm86_2737541179	86.667	150	2	1	1	132	116	265	1.04e-89	254	N/A
PSV_123	Nitrosospira-sp-17Nsp14_2671457573	86.667	150	2	1	1	132	116	265	7.18e-90	255	N/A
PSV_143	Nitrosospira-sp-Nsp6_2737560632	84.667	150	5	1	1	132	116	265	3.80e-88	250	N/A
PSV_154	Nitrosospira-sp-Nsp6_2737560632	87.333	150	1	1	1	132	116	265	6.03e-90	255	N/A
PSV_171	Nitrosospira-lacus-APG3_2642645385	85.333	150	4	1	1	132	116	265	3.32e-89	253	N/A
PSV_176	Nitrosospira-lacus-APG3_2642645385	88.000	150	0	1	1	132	116	265	2.00e-90	256	N/A
PSV_205	Nitrosospira-lacus-APG3_2642645385	83.333	150	7	1	1	132	116	265	7.56e-85	242	N/A
PSV_209	Nitrosospira-sp-17Nsp14_2671457573	85.333	150	4	1	1	132	116	265	4.17e-89	253	N/A
PSV_212	Nitrosospira-sp-Nsp6_2737560632	84.000	150	6	1	1	132	116	265	4.33e-88	250	N/A
PSV_220	Nitrosospira-sp-Nsp6_2737560632	86.667	150	2	1	1	132	116	265	3.49e-90	256	N/A
PSV_239	Nitrosospira-lacus-APG3_2642645385	86.000	150	3	1	1	132	116	265	6.65e-90	255	N/A
PSV_240	Nitrosomonas-sp-HKU-PRO18_2751118697	86.000	150	3	1	1	132	118	267	1.40e-88	251	N/A
PSV_243	Nitrosospira-sp_2630434854	86.667	150	2	1	1	132	116	265	1.51e-89	254	N/A
PSV_252	Nitrosomonas-sp-Nm86_2737541179	86.667	150	2	1	1	132	116	265	2.03e-89	254	N/A
PSV_273	Nitrosospira-sp-17Nsp14_2671457573	86.000	150	3	1	1	132	116	265	7.83e-90	254	N/A
PSV_275	Nitrosospira-sp-17Nsp14_2671457573	85.333	150	4	1	1	132	116	265	2.12e-89	253	N/A
PSV_277	Nitrosospira-sp-Nsp44_2757496638	86.000	150	3	1	1	132	116	265	1.51e-89	254	N/A
PSV_279	Nitrosomonas-communis-Nm44_2676397764	82.667	150	8	1	1	132	147	296	3.16e-85	244	N/A
PSV_289	Nitrosospira-sp-Nsp2_2737613606	84.667	150	5	1	1	132	116	265	4.55e-89	253	N/A
PSV_293	Nitrosomonas-communis-Nm44_2676397764	81.333	150	10	1	1	132	147	296	2.63e-84	242	N/A
PSV_294	Nitrosospira-lacus-APG3_2642645385	82.667	150	8	1	1	132	116	265	2.04e-87	248	N/A
PSV_295	Nitrosospira-sp-Nsp6_2737560632	85.333	150	4	1	1	132	116	265	9.27e-89	252	N/A
