"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192"
"ASV_847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3",0,72,0,15,24,81,0,71,22,48,0,0,14,52,41,42,32,31,45,22,0,135,20,49,50,0,27,29,21,12,34,47,36,0,0,14,0,88,57,34,1,20,25,0,0,173,78,54,34,0,0,46,30,2,76,35,32,24,0,0,0,82,49,64,25,74,47,0,7,128,49,158,37,0,19,46,43,9,51,50,42,0,0,16,0,270,16,52,3,145,29,0,0,103,85,21,38,0,0,10,35,0,30,31,62,13,0,24,7,111,53,37,31,9,38,21,0,126,38,76,65,0,15,24,37,21,39,67,65,0,0,3,0,74,39,44,37,13,68,11,19,177,56,66,38,0,20,47,12,20,42,38,49,0,0,11,0,140,74,55,29,31,55,10,2,98,40,76,41,0,13,9,26,0,60,38,44,5,18,18,0,58,97,72,19,38,33,0,0,126,61
"ASV_33",12,0,0,0,0,0,0,0,1,7,0,0,0,0,10,16,16,1,5,0,0,12,2,4,3,0,0,7,18,0,6,6,10,0,18,0,0,11,16,9,1,13,12,0,0,16,25,9,0,0,0,14,8,0,12,4,11,0,0,0,0,28,9,6,4,6,1,0,4,38,1,57,0,0,5,10,8,0,11,18,13,0,0,18,0,35,11,11,1,3,23,0,0,25,11,0,3,0,4,6,7,6,0,21,14,0,0,0,0,15,25,0,6,3,8,14,0,34,14,9,14,0,2,6,19,0,9,9,14,0,0,0,0,9,14,7,6,1,17,2,0,43,6,15,8,0,3,2,0,0,5,12,3,0,0,4,0,29,19,4,10,4,14,0,0,31,7,4,6,0,7,0,3,1,17,4,10,3,9,0,0,10,5,10,0,10,11,0,3,18,17
"ASV_341",0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV_53",0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,7,10,0,0,12,0,11,0,0,0,0,0,9,3,0,8,0,0,0,0,8,0,0,0,5,0,0,0,11,22,5,0,0,0,0,0,0,18,0,4,17,0,8,3,14,0,0,0,0,0,0,0,20,0,15,0,0,0,2,0,5,0,15,8,0,0,0,0,10,0,0,0,0,6,0,0,29,0,0,3,0,0,0,0,0,0,19,7,0,0,0,0,27,4,6,6,5,5,0,0,23,11,3,3,0,3,0,9,0,4,0,11,0,0,0,0,4,0,0,5,1,9,6,0,26,0,6,0,0,0,8,0,0,4,0,6,0,0,0,0,27,0,0,38,0,0,9,3,17,0,1,8,0,0,3,0,0,10,9,6,4,6,0,0,0,38,5,0,0,3,0,0,44,13
"ASV_56",0,0,0,0,17,0,0,0,20,14,0,0,0,0,8,0,14,16,0,18,0,69,10,20,4,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,11,5,0,0,26,5,0,0,0,0,0,0,0,10,0,0,2,0,0,0,11,0,11,0,0,0,0,6,7,4,14,0,0,0,12,0,0,0,14,6,0,0,0,0,0,0,0,0,0,24,0,0,28,5,7,0,0,0,16,0,0,0,21,0,0,0,0,0,17,3,0,0,9,4,0,0,18,16,4,0,0,0,5,12,0,2,0,8,0,0,0,0,0,0,0,0,5,17,0,10,25,0,12,6,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,5,11,6,7,0,19,11,6,0,0,0,0,0,0,0,7,1,0,0,0,0,0,11,0,0,0,9,0,0,34,7
"ASV_201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,10,1
"ASV_453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
"ASV_963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASV_74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,111,0,0,0,0,0,13,0,0,31,0,0,20,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0,0,0,24,0,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,18,21,0,0,0
"ASV_153",0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,9,0,0,0,0,0,0,29,7
"ASV_133",0,0,0,0,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,15,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,17,0,0,0,0,0,0,7,19
"ASV_426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,58,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,67,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_20",0,0,0,0,103,0,0,31,0,25,0,0,0,3,37,7,0,44,27,0,0,19,1,10,18,0,0,12,14,7,7,40,20,0,0,0,0,28,27,51,0,28,17,0,0,62,8,16,0,0,0,0,0,28,26,14,18,0,0,0,0,20,11,27,7,20,22,0,0,15,5,14,11,1,0,16,20,19,9,32,14,0,0,33,0,0,31,0,15,21,0,7,0,34,13,0,6,0,0,1,0,21,1,24,34,0,0,0,0,51,40,12,32,13,42,32,2,14,4,10,15,0,4,3,31,25,17,25,17,0,0,0,10,24,18,26,22,16,18,0,0,15,1,31,13,19,3,8,18,18,6,12,34,0,0,0,0,19,39,18,24,13,14,4,0,20,11,25,16,0,1,7,23,8,15,33,17,0,0,12,0,50,22,21,25,40,28,5,0,19,3
"ASV_65",0,0,0,0,50,26,0,6,43,42,31,0,0,0,12,9,14,0,0,0,0,7,0,0,0,0,0,7,0,0,10,0,5,0,6,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,4,0,32,0,0,0,16,0,0,12,0,0,6,5,0,0,0,13,0,0,0,0,0,54,12,9,0,0,0,0,0,0,0,24,0,0,10,13,0,0,4,92,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,7,2,5,17,12,0,0,0,0,0,6,13,2,0,3,0,0,0,3,0,1,0,0,7,0,0,0,0,2,0,0,0,0,4,4,1,0,0,16,0,0,0,0,6,0,0,0,0,0,0,8,10,5,0,2,0,0,9,0,0,11,9,0,0,0,0,0
"ASV_35",1,50,0,0,13,81,0,16,9,21,0,0,0,1,23,16,40,8,3,2,0,6,0,1,4,0,15,9,11,9,33,17,15,0,0,0,0,14,55,25,0,1,8,0,0,11,1,5,6,0,0,3,6,7,4,3,8,6,19,3,0,7,4,11,3,11,3,0,0,31,5,10,8,0,0,9,9,0,5,11,16,0,0,0,0,30,16,18,10,8,0,0,0,6,2,13,2,0,2,10,4,1,34,28,7,0,0,0,0,11,1,6,14,9,6,1,0,16,0,7,1,0,1,8,32,2,8,20,12,0,0,0,0,7,10,9,16,5,2,6,0,5,6,13,6,0,6,14,9,5,10,22,13,0,0,1,0,7,17,6,5,10,9,0,0,18,10,10,0,0,11,5,23,2,9,15,16,0,2,10,0,17,27,10,4,4,3,0,0,10,3
"ASV_512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_526",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_748",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"ASV_424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ASV_367",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"ASV_60",0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,49,0,0,0,41,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,26,10,0,0,4,0,0,13,0,6,0,0,0,0,0,0,0,11,6,0,0,0,0,0,9,0,15,24,10,0,0,0,8,0,0,0,0,0,0,0,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,52,0,0,12,0,0,22,34,31,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,6,12,27,5,0,0,0,0,0,25,19,0,0,0,0,0,0,6,15,10,0,0,0,0,0,3,12,0,0,0,0,0,0,11,8,0,4,25,0,0,4,0,4,0,0,0,0,5,0,0,20,13,0,0,0,0,0,0,18,0,18,0,0,3,0,0
"ASV_7",0,0,0,0,103,0,0,96,91,72,0,8,0,18,54,37,87,45,24,0,0,36,7,24,33,0,0,25,7,33,18,73,49,0,0,7,0,28,232,63,17,25,45,0,0,15,6,19,23,11,0,21,26,36,21,23,38,0,0,0,0,66,11,66,32,22,19,0,0,9,2,21,18,0,0,56,18,15,12,42,13,0,0,0,0,0,88,45,50,16,2,0,0,20,4,0,45,0,0,57,0,13,104,137,70,8,0,0,0,31,10,31,76,13,14,41,0,12,1,19,10,8,8,18,50,25,25,38,38,0,0,0,0,87,49,34,76,10,39,0,0,17,0,18,11,0,2,38,21,15,33,50,35,0,0,3,5,36,80,21,63,15,17,6,0,10,10,11,25,0,21,8,16,5,42,51,56,0,0,0,0,69,58,59,73,17,8,20,0,14,1
"ASV_51",0,0,0,0,0,0,0,15,116,20,0,17,0,7,23,19,0,0,2,0,0,9,82,0,0,0,0,0,0,0,5,4,6,0,0,0,0,22,0,0,0,11,17,6,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,0,0,18,7,0,3,0,4,0,0,0,0,4,0,0,0,0,0,18,9,3,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,0,0,0,0,0,15,62,9,0,0,0,0,0,0,0,5,0,0,0,0,5,8,2,8,13,0,0,0,0,12,9,2,0,2,10,0,0,0,0,0,0,0,0,0,10,3,5,8,8,0,0,0,0,13,9,11,9,0,11,0,0,0,0,0,4,0,0,0,0,0,4,5,10,0,0,0,0,20,0,15,7,3,0,0,0,0,0
"ASV_259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13",0,0,0,0,0,0,0,12,4,0,0,3,0,5,36,25,0,31,12,0,0,51,0,13,19,0,0,36,15,44,12,21,36,0,0,5,0,89,124,13,55,41,85,0,5,24,0,29,30,0,0,7,15,0,28,8,12,0,0,0,0,41,8,26,11,61,80,6,0,18,11,41,25,0,0,31,31,34,50,68,18,55,0,0,0,0,28,16,40,12,11,0,0,72,24,0,6,0,0,0,0,0,14,8,4,0,0,0,0,16,35,28,41,16,50,47,0,3,12,24,33,4,3,15,47,17,12,21,35,0,0,0,0,28,7,21,27,20,25,0,0,10,6,32,24,6,10,4,8,33,4,30,28,0,1,0,0,36,33,36,13,16,69,0,0,16,6,28,16,0,9,22,10,2,8,38,38,0,0,0,0,26,56,34,13,46,8,6,0,27,9
