"","OTU","contrast","estimate","SE","df","z.ratio","p.value","a","b","p.adjust"
"1","ASV_44","1a - Rainout",0.116552370903235,0.300384812808329,Inf,0.388010198696715,0.698008486267485,"1a","Rainout",0.992359644281645
"2","ASV_54","1a - Rainout",-0.595917635075324,0.434200313844759,Inf,-1.37244865117344,0.16992381361084,"1a","Rainout",0.654476231759102
"3","ASV_1","1a - Rainout",-0.0492109752560539,0.200222401824069,Inf,-0.245781564938445,0.805851328446734,"1a","Rainout",0.992359644281645
"4","ASV_47","1a - Rainout",-0.301460514456538,0.615164727704678,Inf,-0.490048438865077,0.624099622702214,"1a","Rainout",0.992359644281645
"5","ASV_62","1a - Rainout",0.0636834270646917,0.69167316215953,Inf,0.0920715600210082,0.926641184266559,"1a","Rainout",0.996367251774535
"6","ASV_27","1a - Rainout",0.53950150528862,0.612622136735184,Inf,0.880643177805748,0.378510980773098,"1a","Rainout",0.923566793086359
"7","ASV_69","1a - Rainout",1.30686080959465,1.17983881931616,Inf,1.10766046022465,0.268008481598213,"1a","Rainout",0.778500827499572
"8","ASV_17","1a - Rainout",-0.119663875942875,0.428388875752036,Inf,-0.279334694984329,0.779987982776988,"1a","Rainout",0.992359644281645
"9","ASV_8","1a - Rainout",-0.389449769872706,0.330325812220631,Inf,-1.17898679262941,0.238403434991884,"1a","Rainout",0.765400501816047
"10","ASV_12","1a - Rainout",-0.112515409761255,0.583758157644722,Inf,-0.192743190459589,0.84716009651529,"1a","Rainout",0.992359644281645
"11","ASV_57","1a - Rainout",0.282819073383597,0.558313909684751,Inf,0.506559246469947,0.612464109291146,"1a","Rainout",0.992359644281645
"12","ASV_85","1a - Rainout",0.318295615851973,0.912870853181554,Inf,0.348675406540414,0.727333009644177,"1a","Rainout",0.992359644281645
"13","ASV_3","1a - Rainout",0.289928245425023,0.562520071148231,Inf,0.515409601000039,0.606266824784612,"1a","Rainout",0.992359644281645
"14","ASV_33","1a - Rainout",-0.319614900318038,0.729821200477955,Inf,-0.437935894584488,0.661432754478598,"1a","Rainout",0.992359644281645
"15","ASV_20","1a - Rainout",0.966758875817431,0.72626140724127,Inf,1.33114449725437,0.183141469931757,"1a","Rainout",0.654476231759102
"16","ASV_35","1a - Rainout",-0.0619343561575245,0.889397256878268,Inf,-0.0696363246890489,0.944483124184224,"1a","Rainout",0.996367251774535
"17","ASV_7","1a - Rainout",0.526065082300161,0.399978157364096,Inf,1.31523452622262,0.188431094883483,"1a","Rainout",0.654476231759102
"18","ASV_13","1a - Rainout",-0.113209112869326,0.465865458875162,Inf,-0.243008170519169,0.807999067986983,"1a","Rainout",0.992359644281645
"19","ASV_76","1a - Rainout",0.397163128428276,1.05692865793044,Inf,0.375770990263389,0.707087156279953,"1a","Rainout",0.992359644281645
"20","ASV_99","1a - Rainout",1.28244872710165,0.620056090184758,Inf,2.06827857576485,0.0386138351665281,"1a","Rainout",0.654476231759102
"21","ASV_32","1a - Rainout",1.81303144202838,1.19937944004276,Inf,1.51164125505081,0.130625150558507,"1a","Rainout",0.654476231759102
"22","ASV_43","1a - Rainout",-2.80337944134722,2.15413828369773,Inf,-1.30139251623857,0.193124133961702,"1a","Rainout",0.654476231759102
"23","ASV_26","1a - Rainout",0.0958796778539311,0.880362982640206,Inf,0.108909256459635,0.913274464727283,"1a","Rainout",0.996367251774535
"24","ASV_66","1a - Rainout",-0.867647545353092,0.627619185250736,Inf,-1.3824426750219,0.166835820492494,"1a","Rainout",0.654476231759102
"25","ASV_113","1a - Rainout",18.5865450221165,3660.37980667125,Inf,0.00507776405832024,0.995948547864704,"1a","Rainout",0.999443655434121
"26","ASV_71","1a - Rainout",-0.91920820481082,0.946475901492231,Inf,-0.971190289537832,0.331453528510629,"1a","Rainout",0.879072401702103
"27","ASV_28","1a - Rainout",-1.37017197500661,0.963228278346981,Inf,-1.42247897596819,0.154887250585336,"1a","Rainout",0.654476231759102
